reclamo_ano,reclamo_mes_nro,reclamo_mes_nombre,reclamo_prestadora,reclamo_provincia,reclamo_grupo,reclamo_via_ingreso,reclamo_resolucion,reclamo_cantidad
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Santa Cruz,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,15
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,117
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Santa Cruz,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,67
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,144
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,12
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Neuquén,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,181
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,56
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Chubut,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,148
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Santa Cruz,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Neuquén,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Chubut,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,3
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Chubut,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Neuquén,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,7
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Chubut,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,III - GESTION DE PRESTACIONES,LIBRO DE QUEJA,Improcedente,4
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Neuquén,III - GESTION DE PRESTACIONES,PERSONAL,Procedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Neuquén,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,2
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,9
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,6
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Chubut,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,1
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Neuquén,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,11
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,7
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Chubut,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,155
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Tierra del Fuego Antártida e Islas del Atlántico Sur,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,32
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Neuquén,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,239
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Santa Cruz,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,54
2020,3,Marzo,Camuzzi Gas del Sur S.A.,Río Negro,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,110
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,16
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,1
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,4
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,74
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,3
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,31
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,LIBRO DE QUEJA,Improcedente,2
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,119
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,5
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,1
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,201
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,23
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,523
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,4475
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,137
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO POSTAL,Procedente,1
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO POSTAL,Procedente,5
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO POSTAL,Improcedente,8
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Procedente,3
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Procedente,1
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,7
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,2
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,54
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,3
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,40
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,5
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,466
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,89
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,1042
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,109
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,CORREO POSTAL,Procedente,3
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,31
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,2
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,4
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,1
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,20
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,LIBRO DE QUEJA,Improcedente,5
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,III - GESTION DE PRESTACIONES,LIBRO DE QUEJA,Improcedente,1
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,PERSONAL,Procedente,4
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,23
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,5
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,36
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,Buenos Aires,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,1570
2020,3,Marzo,Camuzzi Gas Pampeana S.A.,La Pampa,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,204
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,4
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,7
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,4
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,19
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,3
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,18
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,6
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,2
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,LIBRO DE QUEJA,Improcedente,3
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,3
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,5
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,31
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,18
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,42
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,2
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,8
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,10
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,87
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,15
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,121
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,5
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO ELECTRONICO,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO ELECTRONICO,Improcedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,2
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,5
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,5
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,6
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,30
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,5
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,7
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Improcedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Improcedente,4
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Improcedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,480
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,50
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,55
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,130
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,80
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,793
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,III - GESTION DE PRESTACIONES,CORREO POSTAL,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,6
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,13
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,III - GESTION DE PRESTACIONES,LIBRO DE QUEJA,Improcedente,3
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,III - GESTION DE PRESTACIONES,PERSONAL,Procedente,4
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,1
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,10
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,3
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,Mendoza,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,23
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Juan,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,11
2020,3,Marzo,Distribuidora de Gas Cuyana S.A.,San Luis,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Procedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,5
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,22
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,17
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Catamarca,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,3
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,La Rioja,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,6
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,42
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,La Rioja,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,6
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,91
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Catamarca,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Improcedente,4
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Catamarca,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,91
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,141
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Catamarca,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,La Rioja,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,4
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO ELECTRONICO,Procedente,5
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,CORREO ELECTRONICO,Improcedente,6
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,ENARGAS,Improcedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Procedente,7
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,La Rioja,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,PERSONAL,Improcedente,18
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Procedente,4
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,SITIO WEB,Improcedente,18
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Catamarca,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,15
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,La Rioja,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,8
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,450
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,694
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,La Rioja,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,14
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Catamarca,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,29
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Catamarca,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,ENARGAS,Procedente,21
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,ENARGAS,Improcedente,20
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,LIBRO DE QUEJA,Procedente,1
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,PERSONAL,Procedente,3
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,PERSONAL,Improcedente,5
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,TELEFONICO,Procedente,11
2020,3,Marzo,Distribuidora de Gas del Centro S.A.,Córdoba,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,20
2020,3,Marzo,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Procedente,1
2020,3,Marzo,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,ENARGAS,Improcedente,5
2020,3,Marzo,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Procedente,26
2020,3,Marzo,GasNea S.A.,Entre Ríos,I - FACTURACION Y GESTION DE DEUDAS,TELEFONICO,Improcedente,10
2020,3,Marzo,GasNea S.A.,Entre Ríos,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,18
2020,3,Marzo,GasNea S.A.,Corrientes,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,1
2020,3,Marzo,GasNea S.A.,Misiones,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Procedente,1
2020,3,Marzo,GasNea S.A.,Misiones,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,27
2020,3,Marzo,GasNea S.A.,Entre Ríos,II - INCONVENIENTES EN EL SUMINISTRO DE GAS,TELEFONICO,Improcedente,89
2020,3,Marzo,GasNea S.A.,Entre Ríos,III - GESTION DE PRESTACIONES,CORREO POSTAL,Improcedente,1
2020,3,Marzo,GasNea S.A.,Entre Ríos,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,2
2020,3,Marzo,GasNea S.A.,Corrientes,III - GESTION DE PRESTACIONES,TELEFONICO,Improcedente,1
2020,3,Marzo,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,CORREO ELECTRONICO,Improcedente,3
2020,3,Marzo,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Procedente,2
2020,3,Marzo,Gasnor S.A.,Jujuy,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Gasnor S.A.,Santiago del Estero,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Gasnor S.A.,Tucumán,I - FACTURACION Y GESTION DE DEUDAS,CORREO POSTAL,Improcedente,1
2020,3,Marzo,Gasnor S.A.,Jujuy,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,11
2020,3,Marzo,Gasnor S.A.,Salta,I - FACTURACION Y GESTION DE DEUDAS,PERSONAL,Procedente,1
